tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
50584412,50584412,268-02-0005,Steakhouse Seasoned Tavern Beef Patties - 1.33lbs - Good &#38; Gather&#8482;,https://www.target.com/p/steakhouse-seasoned-tavern-beef-patties-1-33lbs-good-38-gather-8482/-/A-50584412,https://target.scene7.com/is/image/Target/GUEST_02727784-e09f-45b5-81af-a632c2a122f4,Target/Grocery/Meat & Seafood/Beef
16781984,16781984,210-02-0009,Steakhouse Seasoned Beef Patties - Frozen - 3LBs - Good &#38; Gather&#8482;,https://www.target.com/p/steakhouse-seasoned-beef-patties-frozen-3lbs-good-38-gather-8482/-/A-16781984,https://target.scene7.com/is/image/Target/GUEST_985f5e71-a9de-4e71-a9f5-4c9d121d05a9,Target/Grocery/Meat & Seafood/Beef
13256954,13256954,210-02-0078,Bubba Burger Angus Beef Chuck Patties - Frozen - 2lbs/6ct,https://www.target.com/p/bubba-burger-angus-beef-chuck-patties-frozen-2lbs-6ct/-/A-13256954,https://target.scene7.com/is/image/Target/GUEST_6e043744-b597-4a89-9416-f23531de9125,Target/Grocery/Meat & Seafood/Beef
14911563,14911563,226-11-1368,USDA Choice Angus Beef T-Bone Steak - 0.64-1.50 lbs - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/usda-choice-angus-beef-t-bone-steak-0-64-1-50-lbs-price-per-lb-good-38-gather-8482/-/A-14911563,https://target.scene7.com/is/image/Target/GUEST_837a2cfc-c17b-4e22-9476-3b8824144a84,Target/Grocery/Meat & Seafood/Beef
13379450,13379450,210-02-0095,Beef Meatballs - Frozen - 26oz - Good &#38; Gather&#8482;,https://www.target.com/p/beef-meatballs-frozen-26oz-good-38-gather-8482/-/A-13379450,https://target.scene7.com/is/image/Target/GUEST_510d5679-c6e8-49fa-afbf-ce1b7a5c121e,Target/Grocery/Meat & Seafood/Beef
13287604,13287604,268-02-0022,93/7 Ground Beef Patties - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/93-7-ground-beef-patties-1lb-good-38-gather-8482/-/A-13287604,https://target.scene7.com/is/image/Target/GUEST_eb5a9481-e489-421a-8019-33e3d9f5f439,Target/Grocery/Meat & Seafood/Beef
13379453,13379453,210-02-0037,"Italian Style Beef, Pork, &#38; Chicken Meatballs - Frozen - 26oz - Good &#38; Gather&#8482;",https://www.target.com/p/italian-style-beef-pork-38-chicken-meatballs-frozen-26oz-good-38-gather-8482/-/A-13379453,https://target.scene7.com/is/image/Target/GUEST_491fbc72-6883-41de-a6a8-782441a1e632,Target/Grocery/Meat & Seafood/Beef
13288296,13288296,268-02-0021,All Natural 93/7 Ground Beef - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/all-natural-93-7-ground-beef-1lb-good-38-gather-8482/-/A-13288296,https://target.scene7.com/is/image/Target/GUEST_5c08b4e9-aabc-4b79-a579-0e33b9f849c7,Target/Grocery/Meat & Seafood/Beef
14827741,14827741,268-11-1727,USDA Choice Angus Beef Stew Meat - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/usda-choice-angus-beef-stew-meat-1lb-good-38-gather-8482/-/A-14827741,https://target.scene7.com/is/image/Target/GUEST_25507d45-fbf5-4092-85f6-7fa24b42ccbd,Target/Grocery/Meat & Seafood/Beef
13287606,13287606,268-02-0015,All Natural 80/20 Ground Beef - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/all-natural-80-20-ground-beef-1lb-good-38-gather-8482/-/A-13287606,https://target.scene7.com/is/image/Target/GUEST_571274fd-1791-48b5-9b64-6c14d70af39f,Target/Grocery/Meat & Seafood/Beef
54640789,54640789,226-11-0030,USDA Choice Top Sirloin Steak - 1.13-2.75 lbs - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/usda-choice-top-sirloin-steak-1-13-2-75-lbs-price-per-lb-good-38-gather-8482/-/A-54640789,https://target.scene7.com/is/image/Target/GUEST_f4f9af05-e0cc-4971-a7e8-547d273be585,Target/Grocery/Meat & Seafood/Beef
16781985,16781985,210-02-0010,All Natural 85/15 Beef Patties - Frozen - 3lbs - Good &#38; Gather&#8482;,https://www.target.com/p/all-natural-85-15-beef-patties-frozen-3lbs-good-38-gather-8482/-/A-16781985,https://target.scene7.com/is/image/Target/GUEST_fba67d35-232b-4768-a235-3c7219e3a134,Target/Grocery/Meat & Seafood/Beef
13287609,13287609,268-02-0020,All Natural 85/15 Ground Beef - 2lbs - Good &#38; Gather&#8482;,https://www.target.com/p/all-natural-85-15-ground-beef-2lbs-good-38-gather-8482/-/A-13287609,https://target.scene7.com/is/image/Target/GUEST_69e6f43a-68f0-4031-86be-676214b5c1ff,Target/Grocery/Meat & Seafood/Beef
50030806,50030806,268-11-0001,USDA Choice Angus Beef Steak Strips - 14oz - Good &#38; Gather&#8482;,https://www.target.com/p/usda-choice-angus-beef-steak-strips-14oz-good-38-gather-8482/-/A-50030806,https://target.scene7.com/is/image/Target/GUEST_d9ba6ed8-d2b3-4dea-812e-ba06a342c45f,Target/Grocery/Meat & Seafood/Beef
